vdc,ward,parcel_id,Landuse,Area
करुनिया,1,54, कृषि क्षेत्र,0-1-11
करुनिया,1,55, कृषि क्षेत्र,0-1-12
करुनिया,1,61, कृषि क्षेत्र,0-9-3
करुनिया,1,61,आवासीय क्षेत्र,0-3-11
करुनिया,1,68, कृषि क्षेत्र,0-19-17
करुनिया,1,69, कृषि क्षेत्र,0-17-6
करुनिया,1,70, कृषि क्षेत्र,0-9-20
करुनिया,1,71, कृषि क्षेत्र,0-2-12
करुनिया,1,72, कृषि क्षेत्र,0-7-13
करुनिया,1,74, कृषि क्षेत्र,2/4/2014
करुनिया,1,75, कृषि क्षेत्र,0-0-14
करुनिया,1,77, कृषि क्षेत्र,0-2-3
करुनिया,1,79, कृषि क्षेत्र,0-0-19
करुनिया,1,80, कृषि क्षेत्र,0-4-7
करुनिया,1,83, कृषि क्षेत्र,0-10-16
करुनिया,1,83,आवासीय क्षेत्र,0-2-17
करुनिया,1,83,नदी खोला ताल सीमसार क्षेत्र,0-0-15
करुनिया,1,84, कृषि क्षेत्र,1/7/2013
करुनिया,1,84,आवासीय क्षेत्र,0-8-5
करुनिया,1,84,नदी खोला ताल सीमसार क्षेत्र,0-1-1
करुनिया,1,88, कृषि क्षेत्र,0-15-11
करुनिया,1,89, कृषि क्षेत्र,0-8-12
करुनिया,1,90, कृषि क्षेत्र,0-6-10
करुनिया,1,91, कृषि क्षेत्र,0-10-4
करुनिया,1,91,नदी खोला ताल सीमसार क्षेत्र,0-0-6
करुनिया,1,92, कृषि क्षेत्र,0-3-5
करुनिया,1,93, कृषि क्षेत्र,0-3-1
करुनिया,1,94, कृषि क्षेत्र,0-2-6
करुनिया,1,95, कृषि क्षेत्र,0-14-6
करुनिया,1,97, कृषि क्षेत्र,0-5-1
करुनिया,1,98, कृषि क्षेत्र,0-3-6
करुनिया,1,100, कृषि क्षेत्र,0-2-19
करुनिया,1,101, कृषि क्षेत्र,0-0-17
करुनिया,1,101,नदी खोला ताल सीमसार क्षेत्र,0-0-3
करुनिया,1,103, कृषि क्षेत्र,0-0-12
करुनिया,1,103,नदी खोला ताल सीमसार क्षेत्र,0-1-7
करुनिया,1,104, कृषि क्षेत्र,0-0-12
करुनिया,1,104,नदी खोला ताल सीमसार क्षेत्र,0-0-1
करुनिया,1,105, कृषि क्षेत्र,0-6-19
करुनिया,1,105,नदी खोला ताल सीमसार क्षेत्र,0-5-7
करुनिया,1,107, कृषि क्षेत्र,0-5-18
करुनिया,1,107,आवासीय क्षेत्र,0-1-15
करुनिया,1,110, कृषि क्षेत्र,0-16-1
करुनिया,1,110,आवासीय क्षेत्र,0-2-2
करुनिया,1,111, कृषि क्षेत्र,0-1-20
करुनिया,1,112, कृषि क्षेत्र,0-0-16
करुनिया,1,115, कृषि क्षेत्र,0-4-5
करुनिया,1,116, कृषि क्षेत्र,0-4-7
करुनिया,1,117, कृषि क्षेत्र,0-3-13
करुनिया,1,118, कृषि क्षेत्र,0-4-5
करुनिया,1,121, कृषि क्षेत्र,0-14-18
करुनिया,1,121,आवासीय क्षेत्र,0-2-20
करुनिया,1,122, कृषि क्षेत्र,0-5-7
करुनिया,1,123, कृषि क्षेत्र,0-11-4
करुनिया,1,123,नदी खोला ताल सीमसार क्षेत्र,0-2-1
करुनिया,1,124, कृषि क्षेत्र,0-2-8
करुनिया,1,125, कृषि क्षेत्र,0-2-9
करुनिया,1,127, कृषि क्षेत्र,1-0-2
करुनिया,1,127,आवासीय क्षेत्र,0-6-15
करुनिया,1,127,नदी खोला ताल सीमसार क्षेत्र,0-0-5
करुनिया,1,128, कृषि क्षेत्र,0-0-8
करुनिया,1,128,आवासीय क्षेत्र,0-1-8
करुनिया,1,129, कृषि क्षेत्र,0-0-12
करुनिया,1,129,आवासीय क्षेत्र,0-0-15
करुनिया,1,130, कृषि क्षेत्र,0-0-14
करुनिया,1,130,आवासीय क्षेत्र,0-0-12
करुनिया,1,131, कृषि क्षेत्र,0-12-11
करुनिया,1,131,आवासीय क्षेत्र,0-2-20
करुनिया,1,131,नदी खोला ताल सीमसार क्षेत्र,0-2-9
करुनिया,1,132, कृषि क्षेत्र,0-17-8
करुनिया,1,132,आवासीय क्षेत्र,0-13-8
करुनिया,1,132,नदी खोला ताल सीमसार क्षेत्र,1/10/2009
करुनिया,1,134, कृषि क्षेत्र,0-2-6
करुनिया,1,139, कृषि क्षेत्र,0-9-8
करुनिया,1,140, कृषि क्षेत्र,0-15-18
करुनिया,1,144,आवासीय क्षेत्र,0-2-5
करुनिया,1,145, कृषि क्षेत्र,0-3-12
करुनिया,1,145,नदी खोला ताल सीमसार क्षेत्र,0-0-19
करुनिया,1,146, कृषि क्षेत्र,0-2-11
करुनिया,1,146,नदी खोला ताल सीमसार क्षेत्र,0-3-5
करुनिया,1,147, कृषि क्षेत्र,0-10-17
करुनिया,1,147,आवासीय क्षेत्र,0-8-8
करुनिया,1,148, कृषि क्षेत्र,3/12/2014
करुनिया,1,148,आवासीय क्षेत्र,0-5-6
करुनिया,1,149, कृषि क्षेत्र,0-3-1
करुनिया,1,149,आवासीय क्षेत्र,0-0-19
करुनिया,1,151, कृषि क्षेत्र,0-6-12
करुनिया,1,151,आवासीय क्षेत्र,0-3-1
करुनिया,1,153, कृषि क्षेत्र,0-1-5
करुनिया,1,153,आवासीय क्षेत्र,0-1-2
करुनिया,1,154, कृषि क्षेत्र,0-1-7
करुनिया,1,154,आवासीय क्षेत्र,0-0-14
करुनिया,1,155, कृषि क्षेत्र,0-0-5
करुनिया,1,155,आवासीय क्षेत्र,0-0-18
करुनिया,1,156, कृषि क्षेत्र,0-3-5
करुनिया,1,159, कृषि क्षेत्र,0-2-15
करुनिया,1,160, कृषि क्षेत्र,0-2-5
करुनिया,1,161, कृषि क्षेत्र,0-3-2
करुनिया,1,162, कृषि क्षेत्र,0-3-1
करुनिया,1,167, कृषि क्षेत्र,1/3/2010
करुनिया,1,168, कृषि क्षेत्र,0-2-1
करुनिया,1,169, कृषि क्षेत्र,0-5-2
करुनिया,1,171, कृषि क्षेत्र,0-3-0
करुनिया,1,173, कृषि क्षेत्र,0-4-16
करुनिया,1,173,आवासीय क्षेत्र,0-1-5
करुनिया,1,175,आवासीय क्षेत्र,0-7-12
करुनिया,1,176,आवासीय क्षेत्र,0-2-9
करुनिया,1,177, कृषि क्षेत्र,0-1-5
करुनिया,1,179, कृषि क्षेत्र,0-17-15
करुनिया,1,179,नदी खोला ताल सीमसार क्षेत्र,0-2-7
करुनिया,1,181, कृषि क्षेत्र,0-1-20
करुनिया,1,183, कृषि क्षेत्र,0-5-1
करुनिया,1,185,आवासीय क्षेत्र,0-1-11
करुनिया,1,188, कृषि क्षेत्र,0-13-20
करुनिया,1,189, कृषि क्षेत्र,0-7-1
करुनिया,1,190, कृषि क्षेत्र,0-7-15
करुनिया,1,191, कृषि क्षेत्र,0-5-8
करुनिया,1,191,आवासीय क्षेत्र,0-1-15
करुनिया,1,193, कृषि क्षेत्र,0-3-7
करुनिया,1,196, कृषि क्षेत्र,0-13-16
करुनिया,1,197, कृषि क्षेत्र,0-3-10
करुनिया,1,197,आवासीय क्षेत्र,0-1-12
करुनिया,1,198, कृषि क्षेत्र,0-9-10
करुनिया,1,199, कृषि क्षेत्र,0-5-4
करुनिया,1,200, कृषि क्षेत्र,0-2-11
करुनिया,1,201,आवासीय क्षेत्र,0-1-9
करुनिया,1,203,आवासीय क्षेत्र,0-3-10
करुनिया,1,205, कृषि क्षेत्र,0-2-9
करुनिया,1,206, कृषि क्षेत्र,0-3-10
करुनिया,1,207,आवासीय क्षेत्र,0-4-16
करुनिया,1,208, कृषि क्षेत्र,0-0-15
करुनिया,1,208,आवासीय क्षेत्र,1/10/2003
करुनिया,1,211, कृषि क्षेत्र,0-13-12
करुनिया,1,211,आवासीय क्षेत्र,0-6-20
करुनिया,1,214,आवासीय क्षेत्र,0-12-20
करुनिया,1,216, कृषि क्षेत्र,0-6-1
करुनिया,1,216,आवासीय क्षेत्र,0-4-8
करुनिया,1,217, कृषि क्षेत्र,0-1-11
करुनिया,1,217,आवासीय क्षेत्र,0-2-6
करुनिया,1,218, कृषि क्षेत्र,0-5-5
करुनिया,1,219, कृषि क्षेत्र,0-5-5
करुनिया,1,220, कृषि क्षेत्र,0-2-2
करुनिया,1,220,आवासीय क्षेत्र,0-3-8
करुनिया,1,223, कृषि क्षेत्र,0-3-18
करुनिया,1,223,नदी खोला ताल सीमसार क्षेत्र,0-0-18
करुनिया,1,224, कृषि क्षेत्र,0-0-9
करुनिया,1,224,नदी खोला ताल सीमसार क्षेत्र,0-1-5
करुनिया,1,225, कृषि क्षेत्र,0-19-5
करुनिया,1,225,आवासीय क्षेत्र,0-1-19
करुनिया,1,225,नदी खोला ताल सीमसार क्षेत्र,0-0-9
करुनिया,1,226, कृषि क्षेत्र,0-11-9
करुनिया,1,226,आवासीय क्षेत्र,0-2-2
करुनिया,1,227, कृषि क्षेत्र,0-3-1
करुनिया,1,229,आवासीय क्षेत्र,0-3-4
करुनिया,1,230,आवासीय क्षेत्र,0-10-19
करुनिया,1,232, कृषि क्षेत्र,0-7-19
करुनिया,1,232,आवासीय क्षेत्र,0-1-14
करुनिया,1,233, कृषि क्षेत्र,0-7-12
करुनिया,1,234, कृषि क्षेत्र,0-6-5
करुनिया,1,234,आवासीय क्षेत्र,0-1-1
करुनिया,1,237, कृषि क्षेत्र,0-1-15
करुनिया,1,237,आवासीय क्षेत्र,0-5-10
करुनिया,1,238,आवासीय क्षेत्र,0-6-3
करुनिया,1,239, कृषि क्षेत्र,0-1-2
करुनिया,1,240, कृषि क्षेत्र,0-1-14
करुनिया,1,240,आवासीय क्षेत्र,0-0-4
करुनिया,1,241, कृषि क्षेत्र,0-2-20
करुनिया,1,243, कृषि क्षेत्र,0-1-15
करुनिया,1,245,आवासीय क्षेत्र,0-4-7
करुनिया,1,246, कृषि क्षेत्र,0-5-17
करुनिया,1,246,आवासीय क्षेत्र,0-0-11
करुनिया,1,247, कृषि क्षेत्र,0-6-7
करुनिया,1,248, कृषि क्षेत्र,0-6-9
करुनिया,1,256, कृषि क्षेत्र,0-0-11
करुनिया,1,256,आवासीय क्षेत्र,0-1-11
करुनिया,1,257, कृषि क्षेत्र,0-0-4
करुनिया,1,257,आवासीय क्षेत्र,0-1-13
करुनिया,1,259,आवासीय क्षेत्र,0-3-0
करुनिया,1,262, कृषि क्षेत्र,0-7-17
करुनिया,1,262,आवासीय क्षेत्र,0-3-16
करुनिया,1,262,नदी खोला ताल सीमसार क्षेत्र,0-0-3
करुनिया,1,263, कृषि क्षेत्र,0-3-8
करुनिया,1,263,आवासीय क्षेत्र,0-3-17
करुनिया,1,263,नदी खोला ताल सीमसार क्षेत्र,0-0-9
करुनिया,1,264, कृषि क्षेत्र,0-3-3
करुनिया,1,264,आवासीय क्षेत्र,0-1-14
करुनिया,1,265, कृषि क्षेत्र,0-3-12
करुनिया,1,265,आवासीय क्षेत्र,0-2-14
करुनिया,1,266, कृषि क्षेत्र,0-1-8
करुनिया,1,267, कृषि क्षेत्र,0-0-20
करुनिया,1,268, कृषि क्षेत्र,0-4-3
करुनिया,1,268,नदी खोला ताल सीमसार क्षेत्र,0-1-4
करुनिया,1,269, कृषि क्षेत्र,0-2-3
करुनिया,1,269,नदी खोला ताल सीमसार क्षेत्र,0-3-11
करुनिया,1,272, कृषि क्षेत्र,0-6-16
करुनिया,1,272,आवासीय क्षेत्र,0-3-9
करुनिया,1,272,नदी खोला ताल सीमसार क्षेत्र,0-0-1
करुनिया,1,273, कृषि क्षेत्र,0-1-18
करुनिया,1,273,आवासीय क्षेत्र,0-1-9
करुनिया,1,275, कृषि क्षेत्र,0-8-17
करुनिया,1,275,नदी खोला ताल सीमसार क्षेत्र,0-0-3
करुनिया,1,276, कृषि क्षेत्र,0-5-16
करुनिया,1,276,नदी खोला ताल सीमसार क्षेत्र,0-0-16
करुनिया,1,277, कृषि क्षेत्र,0-1-9
करुनिया,1,278, कृषि क्षेत्र,0-4-7
करुनिया,1,279, कृषि क्षेत्र,0-6-7
करुनिया,1,280, कृषि क्षेत्र,0-13-20
करुनिया,1,280,नदी खोला ताल सीमसार क्षेत्र,0-0-4
करुनिया,1,281,आवासीय क्षेत्र,0-0-14
करुनिया,1,283,आवासीय क्षेत्र,0-1-19
करुनिया,1,287, कृषि क्षेत्र,0-11-19
करुनिया,1,291, कृषि क्षेत्र,0-1-7
करुनिया,1,291,नदी खोला ताल सीमसार क्षेत्र,0-2-6
करुनिया,1,292, कृषि क्षेत्र,0-2-17
करुनिया,1,292,नदी खोला ताल सीमसार क्षेत्र,0-0-14
करुनिया,1,293, कृषि क्षेत्र,0-2-18
करुनिया,1,293,नदी खोला ताल सीमसार क्षेत्र,0-0-9
करुनिया,1,294, कृषि क्षेत्र,0-3-8
करुनिया,1,294,नदी खोला ताल सीमसार क्षेत्र,0-0-6
करुनिया,1,295, कृषि क्षेत्र,0-2-10
करुनिया,1,295,नदी खोला ताल सीमसार क्षेत्र,0-1-1
करुनिया,1,296, कृषि क्षेत्र,0-0-17
करुनिया,1,297, कृषि क्षेत्र,0-1-2
करुनिया,1,298, कृषि क्षेत्र,0-1-1
करुनिया,1,299, कृषि क्षेत्र,0-0-12
करुनिया,1,299,आवासीय क्षेत्र,0-0-8
करुनिया,1,300,आवासीय क्षेत्र,0-0-18
करुनिया,1,305, कृषि क्षेत्र,0-3-12
करुनिया,1,305,आवासीय क्षेत्र,0-1-0
करुनिया,1,306, कृषि क्षेत्र,0-2-10
करुनिया,1,306,आवासीय क्षेत्र,0-0-13
करुनिया,1,307,आवासीय क्षेत्र,0-5-15
करुनिया,1,320, कृषि क्षेत्र,0-3-9
करुनिया,1,320,नदी खोला ताल सीमसार क्षेत्र,0-0-16
करुनिया,1,321, कृषि क्षेत्र,0-11-6
करुनिया,1,321,आवासीय क्षेत्र,0-15-19
करुनिया,1,329,आवासीय क्षेत्र,0-1-10
करुनिया,1,330,आवासीय क्षेत्र,0-1-10
करुनिया,1,345, कृषि क्षेत्र,0-3-18
करुनिया,1,345,आवासीय क्षेत्र,0-0-13
करुनिया,1,346, कृषि क्षेत्र,0-4-6
करुनिया,1,347, कृषि क्षेत्र,1/1/2013
करुनिया,1,347,आवासीय क्षेत्र,0-0-19
करुनिया,1,348,आवासीय क्षेत्र,0-1-8
करुनिया,1,349,आवासीय क्षेत्र,0-4-3
करुनिया,1,350,आवासीय क्षेत्र,0-6-19
करुनिया,1,351, कृषि क्षेत्र,0-4-7
करुनिया,1,352, कृषि क्षेत्र,0-2-2
करुनिया,1,352,आवासीय क्षेत्र,0-2-7
करुनिया,1,356, कृषि क्षेत्र,0-4-0
करुनिया,1,357, कृषि क्षेत्र,0-3-19
करुनिया,1,358, कृषि क्षेत्र,1/1/2013
करुनिया,1,373, कृषि क्षेत्र,0-4-6
करुनिया,1,375,आवासीय क्षेत्र,0-3-2
करुनिया,1,377,आवासीय क्षेत्र,0-4-5
करुनिया,1,378,आवासीय क्षेत्र,0-1-16
करुनिया,1,379,आवासीय क्षेत्र,0-1-12
करुनिया,1,381,आवासीय क्षेत्र,0-1-1
करुनिया,1,382,आवासीय क्षेत्र,0-1-0
करुनिया,1,383,आवासीय क्षेत्र,0-0-9
करुनिया,1,384,आवासीय क्षेत्र,0-5-7
करुनिया,1,387, कृषि क्षेत्र,0-4-19
करुनिया,1,389,आवासीय क्षेत्र,0-1-9
करुनिया,1,390,आवासीय क्षेत्र,0-1-9
करुनिया,1,391,आवासीय क्षेत्र,0-7-1
करुनिया,1,392,आवासीय क्षेत्र,0-2-17
करुनिया,1,393,आवासीय क्षेत्र,0-1-12
करुनिया,1,394, कृषि क्षेत्र,0-2-9
करुनिया,1,394,आवासीय क्षेत्र,0-1-12
करुनिया,1,394,नदी खोला ताल सीमसार क्षेत्र,0-0-2
करुनिया,1,395, कृषि क्षेत्र,0-2-9
करुनिया,1,395,आवासीय क्षेत्र,0-1-10
करुनिया,1,396, कृषि क्षेत्र,0-4-19
करुनिया,1,396,आवासीय क्षेत्र,0-3-9
करुनिया,1,398, कृषि क्षेत्र,0-4-18
करुनिया,1,398,आवासीय क्षेत्र,0-1-2
करुनिया,1,399, कृषि क्षेत्र,0-3-5
करुनिया,1,399,आवासीय क्षेत्र,0-0-18
करुनिया,1,401, कृषि क्षेत्र,0-4-11
करुनिया,1,401,नदी खोला ताल सीमसार क्षेत्र,0-5-13
करुनिया,1,402, कृषि क्षेत्र,0-3-7
करुनिया,1,402,नदी खोला ताल सीमसार क्षेत्र,0-2-13
करुनिया,1,410,आवासीय क्षेत्र,0-5-11
करुनिया,1,411,आवासीय क्षेत्र,0-4-1
करुनिया,1,412,आवासीय क्षेत्र,0-3-14
करुनिया,1,413,आवासीय क्षेत्र,0-3-14
करुनिया,1,414,आवासीय क्षेत्र,0-3-17
करुनिया,1,415,आवासीय क्षेत्र,0-3-11
करुनिया,1,416,आवासीय क्षेत्र,0-4-10
करुनिया,1,421, कृषि क्षेत्र,0-1-18
करुनिया,1,421,आवासीय क्षेत्र,0-3-9
करुनिया,1,422, कृषि क्षेत्र,0-1-9
करुनिया,1,422,आवासीय क्षेत्र,0-2-6
करुनिया,1,427, कृषि क्षेत्र,0-2-5
करुनिया,1,428, कृषि क्षेत्र,0-1-2
करुनिया,1,429, कृषि क्षेत्र,0-1-19
करुनिया,1,429,आवासीय क्षेत्र,0-0-1
करुनिया,1,430,आवासीय क्षेत्र,0-3-7
करुनिया,1,431,आवासीय क्षेत्र,0-6-1
करुनिया,1,432,आवासीय क्षेत्र,0-3-0
करुनिया,1,433,आवासीय क्षेत्र,0-3-11
करुनिया,1,436, कृषि क्षेत्र,0-4-0
करुनिया,1,437, कृषि क्षेत्र,0-1-17
करुनिया,1,437,नदी खोला ताल सीमसार क्षेत्र,0-0-8
करुनिया,1,438, कृषि क्षेत्र,0-4-0
करुनिया,1,439, कृषि क्षेत्र,0-3-13
करुनिया,1,446, कृषि क्षेत्र,0-0-7
करुनिया,1,446,आवासीय क्षेत्र,0-5-13
करुनिया,1,447, कृषि क्षेत्र,0-0-19
करुनिया,1,447,आवासीय क्षेत्र,1/5/2009
करुनिया,1,450,आवासीय क्षेत्र,0-0-4
करुनिया,1,451,आवासीय क्षेत्र,0-0-7
करुनिया,1,452,आवासीय क्षेत्र,0-0-18
करुनिया,1,453,आवासीय क्षेत्र,0-0-16
करुनिया,1,454, कृषि क्षेत्र,0-0-10
करुनिया,1,455, कृषि क्षेत्र,0-0-10
करुनिया,1,456, कृषि क्षेत्र,0-0-10
करुनिया,1,457, कृषि क्षेत्र,0-0-10
करुनिया,1,458, कृषि क्षेत्र,0-0-10
करुनिया,1,459, कृषि क्षेत्र,0-0-10
करुनिया,1,460,आवासीय क्षेत्र,0-4-16
करुनिया,1,461,आवासीय क्षेत्र,0-4-16
करुनिया,1,462,आवासीय क्षेत्र,0-4-16
करुनिया,1,463,आवासीय क्षेत्र,0-0-10
करुनिया,1 गाउँ,3, कृषि क्षेत्र,0-0-2
करुनिया,1 गाउँ,3,आवासीय क्षेत्र,0-0-0
करुनिया,1 गाउँ,4,आवासीय क्षेत्र,0-1-9
करुनिया,1 गाउँ,6,आवासीय क्षेत्र,0-0-5
करुनिया,1 गाउँ,7,आवासीय क्षेत्र,0-0-7
करुनिया,1 गाउँ,9,आवासीय क्षेत्र,0-0-6
करुनिया,1 गाउँ,10,आवासीय क्षेत्र,0-0-13
करुनिया,1 गाउँ,11,आवासीय क्षेत्र,0-0-7
करुनिया,1 गाउँ,12,आवासीय क्षेत्र,0-0-8
करुनिया,1 गाउँ,13,आवासीय क्षेत्र,0-0-8
करुनिया,1 गाउँ,14,आवासीय क्षेत्र,0-0-7
करुनिया,1 गाउँ,15,आवासीय क्षेत्र,0-0-9
करुनिया,1 गाउँ,16,आवासीय क्षेत्र,0-0-7
करुनिया,1 गाउँ,18,आवासीय क्षेत्र,0-0-8
करुनिया,1 गाउँ,19,आवासीय क्षेत्र,0-0-13
करुनिया,1 गाउँ,20,आवासीय क्षेत्र,0-0-14
करुनिया,1 गाउँ,21,आवासीय क्षेत्र,0-0-3
करुनिया,1 गाउँ,22,आवासीय क्षेत्र,0-1-14
करुनिया,1 गाउँ,25,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,26,आवासीय क्षेत्र,0-0-2
करुनिया,1 गाउँ,27,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,28,आवासीय क्षेत्र,0-0-1
करुनिया,1 गाउँ,29,आवासीय क्षेत्र,0-0-1
करुनिया,1 गाउँ,30,आवासीय क्षेत्र,0-0-3
करुनिया,1 गाउँ,31,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,32,आवासीय क्षेत्र,0-0-2
करुनिया,1 गाउँ,33,आवासीय क्षेत्र,0-0-15
करुनिया,1 गाउँ,34,आवासीय क्षेत्र,0-0-15
करुनिया,1 गाउँ,35,आवासीय क्षेत्र,0-0-9
करुनिया,1 गाउँ,36,आवासीय क्षेत्र,0-0-5
करुनिया,1 गाउँ,37,आवासीय क्षेत्र,0-0-3
करुनिया,1 गाउँ,38,आवासीय क्षेत्र,0-0-6
करुनिया,1 गाउँ,39,आवासीय क्षेत्र,0-0-2
करुनिया,1 गाउँ,40,आवासीय क्षेत्र,0-0-2
करुनिया,1 गाउँ,43,आवासीय क्षेत्र,0-0-2
करुनिया,1 गाउँ,44,आवासीय क्षेत्र,0-1-6
करुनिया,1 गाउँ,46,आवासीय क्षेत्र,0-2-15
करुनिया,1 गाउँ,47,आवासीय क्षेत्र,0-0-7
करुनिया,1 गाउँ,48,आवासीय क्षेत्र,0-0-9
करुनिया,1 गाउँ,49, कृषि क्षेत्र,0-2-18
करुनिया,1 गाउँ,49,आवासीय क्षेत्र,0-9-14
करुनिया,1 गाउँ,50,आवासीय क्षेत्र,0-0-3
करुनिया,1 गाउँ,51,आवासीय क्षेत्र,0-1-20
करुनिया,1 गाउँ,52,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,53,आवासीय क्षेत्र,0-0-14
करुनिया,1 गाउँ,54, कृषि क्षेत्र,0-0-0
करुनिया,1 गाउँ,54,आवासीय क्षेत्र,0-2-9
करुनिया,1 गाउँ,55,आवासीय क्षेत्र,0-0-8
करुनिया,1 गाउँ,57,आवासीय क्षेत्र,0-0-3
करुनिया,1 गाउँ,59,आवासीय क्षेत्र,0-0-3
करुनिया,1 गाउँ,60,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,61,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,62,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,63,आवासीय क्षेत्र,0-0-7
करुनिया,1 गाउँ,64,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,65,आवासीय क्षेत्र,0-0-10
करुनिया,1 गाउँ,66,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,67,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,68,आवासीय क्षेत्र,0-0-2
करुनिया,1 गाउँ,69,आवासीय क्षेत्र,0-1-5
करुनिया,1 गाउँ,71,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,72,आवासीय क्षेत्र,0-0-18
करुनिया,1 गाउँ,73,आवासीय क्षेत्र,0-0-5
करुनिया,1 गाउँ,75,आवासीय क्षेत्र,0-0-14
करुनिया,1 गाउँ,77,आवासीय क्षेत्र,0-0-19
करुनिया,1 गाउँ,78,आवासीय क्षेत्र,0-1-4
करुनिया,1 गाउँ,81,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,82,सार्वजनिक उपयोगको क्षेत्र,0-0-0
करुनिया,1 गाउँ,83,सार्वजनिक उपयोगको क्षेत्र,0-0-0
करुनिया,1 गाउँ,84,आवासीय क्षेत्र,0-0-3
करुनिया,1 गाउँ,86,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,87,आवासीय क्षेत्र,0-0-1
करुनिया,1 गाउँ,88,आवासीय क्षेत्र,0-0-5
करुनिया,1 गाउँ,89,आवासीय क्षेत्र,0-0-12
करुनिया,1 गाउँ,90,आवासीय क्षेत्र,0-0-8
करुनिया,1 गाउँ,91,आवासीय क्षेत्र,0-0-2
करुनिया,1 गाउँ,94,आवासीय क्षेत्र,0-0-9
करुनिया,1 गाउँ,96,आवासीय क्षेत्र,0-0-10
करुनिया,1 गाउँ,97,आवासीय क्षेत्र,0-0-12
करुनिया,1 गाउँ,99,आवासीय क्षेत्र,0-0-6
करुनिया,1 गाउँ,100,आवासीय क्षेत्र,0-0-5
करुनिया,1 गाउँ,101,आवासीय क्षेत्र,0-0-1
करुनिया,1 गाउँ,102,आवासीय क्षेत्र,0-0-4
करुनिया,1 गाउँ,103,आवासीय क्षेत्र,0-0-0
करुनिया,1 गाउँ,104,आवासीय क्षेत्र,0-0-5
करुनिया,1 गाउँ,105,आवासीय क्षेत्र,0-0-2
करुनिया,1 गाउँ,106,आवासीय क्षेत्र,0-0-2
करुनिया,1 गाउँ,107,आवासीय क्षेत्र,0-0-1
